Timestamp,Source IP,Destination IP,MSE,Prediction,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Packet Length Mean,Bwd Packet Length Mean,Destination Port
2025-07-12 17:34:37,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,64:ff9b::23e3:e8e5,0.001923468,BENIGN ✅,219,7,6,4905,3538,18.249999999999996,27.58499262609686,76,0,219,36.5,47.30221982106125,110,0,122,24.400000000000002,37.473990980412,85,0,700.7142857142857,589.6666666666666,443
2025-07-12 17:34:37,142.250.207.74,192.168.109.190,0.0010992575,BENIGN ✅,3,8,3,630,225,0.3,0.48304589153964794,1,0,1,0.14285714285714288,0.37796447300922725,1,0,1,0.5,0.7071067811865476,1,0,78.75,75.0,45634
2025-07-12 17:34:51,192.168.109.190,142.250.207.74,7.4337375e-05,BENIGN ✅,115,1,1,71,66,115.0,0.0,115,115,0,0.0,0.0,0,0,0,0.0,0.0,0,0,71.0,66.0,443
2025-07-12 17:34:51,192.168.109.190,192.168.109.235,5.2736035e-05,BENIGN ✅,508,1,1,74,99,508.0,0.0,508,508,0,0.0,0.0,0,0,0,0.0,0.0,0,0,74.0,99.0,53
2025-07-12 17:34:52,2404:6800:4007:832::200e,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.0008784616,BENIGN ✅,481,18,0,9466,0,28.294117647058822,68.93725834579799,246,0,481,28.294117647058822,68.93725834579799,246,0,0,0.0,0.0,0,0,525.8888888888889,0.0,34928
2025-07-12 17:34:52,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:832::200e,0.0027269435,ATTACK 🚨,616,16,0,11709,0,41.06666666666667,82.79446726396522,246,0,616,41.06666666666667,82.79446726396522,246,0,0,0.0,0.0,0,0,731.8125,0.0,443
2025-07-12 17:34:52,192.168.109.190,192.168.109.235,6.1298946e-05,BENIGN ✅,3,1,1,74,90,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,74.0,90.0,53
2025-07-12 17:34:52,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:830::2004,0.0028939052,ATTACK 🚨,441,10,0,7027,0,49.00000000000001,90.61732726140184,263,0,441,49.00000000000001,90.61732726140184,263,0,0,0.0,0.0,0,0,702.7,0.0,443
2025-07-12 17:34:52,192.168.109.190,192.168.109.235,5.0071478e-05,BENIGN ✅,509,1,1,74,102,509.0,0.0,509,509,0,0.0,0.0,0,0,0,0.0,0.0,0,0,74.0,102.0,53
2025-07-12 17:34:52,2404:6800:4007:830::2004,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.0008395821,BENIGN ✅,319,11,0,7155,0,31.900000000000002,40.22008895509252,117,0,319,31.900000000000002,40.22008895509252,117,0,0,0.0,0.0,0,0,650.4545454545454,0.0,33386
2025-07-12 17:34:58,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:832::200e,0.0013756569,BENIGN ✅,412,4,0,679,0,137.33333333333334,101.93298452087691,228,27,412,137.33333333333334,101.93298452087691,228,27,0,0.0,0.0,0,0,169.75,0.0,443
2025-07-12 17:34:58,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:832::200e,0.0021006027,BENIGN ✅,578,16,0,9434,0,38.53333333333334,85.39226016002911,310,0,578,38.53333333333334,85.39226016002911,310,0,0,0.0,0.0,0,0,589.6250000000001,0.0,443
2025-07-12 17:34:58,2404:6800:4007:832::200e,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.0014292054,BENIGN ✅,328,5,0,1054,0,82.0,119.35660853090624,253,0,328,82.0,119.35660853090624,253,0,0,0.0,0.0,0,0,210.8,0.0,34928
2025-07-12 17:35:04,fe80::38b7:12ff:fe3f:5238,fe80::e393:4939:8386:9b22,0.0001185279,BENIGN ✅,0,1,1,86,78,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,78.0,0
2025-07-12 17:35:06,192.168.109.190,142.250.207.74,6.461048e-05,BENIGN ✅,84,2,3,145,221,21.0,40.66939881532551,82,0,2,2.0,0.0,2,2,83,41.5,58.68986283848344,83,0,72.5,73.66666666666667,443
2025-07-12 17:35:06,2404:6800:4007:832::200e,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.0038860135,ATTACK 🚨,554,15,0,7727,0,39.57142857142858,88.97079407199982,334,0,554,39.57142857142858,88.97079407199982,334,0,0,0.0,0.0,0,0,515.1333333333333,0.0,53329
2025-07-12 17:35:06,192.168.109.235,224.0.0.251,0.00046157322,BENIGN ✅,0,1,0,103,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,103.0,0.0,5353
2025-07-12 17:35:06,fe80::38b7:12ff:fe3f:5238,ff02::fb,0.0006732856,BENIGN ✅,0,1,0,123,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,123.0,0.0,5353
2025-07-12 17:35:09,fe80::e393:4939:8386:9b22,fe80::38b7:12ff:fe3f:5238,0.00011852654,BENIGN ✅,2,1,1,86,78,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,78.0,0
2025-07-12 17:35:13,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,64:ff9b::23e3:e8e5,0.0014350953,BENIGN ✅,338,10,0,3122,0,37.55555555555556,43.672391482237124,113,0,338,37.55555555555556,43.672391482237124,113,0,0,0.0,0.0,0,0,312.20000000000005,0.0,443
2025-07-12 17:35:13,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4003:c05::bc,0.00060329254,BENIGN ✅,293,1,1,86,86,293.0,0.0,293,293,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,86.0,5228
2025-07-12 17:35:13,192.168.109.235,224.0.0.22,0.00019804039,BENIGN ✅,411,2,0,108,0,411.0,0.0,411,411,411,411.0,0.0,411,411,0,0.0,0.0,0,0,54.0,0.0,0
2025-07-12 17:35:13,fe80::38b7:12ff:fe3f:5238,ff02::16,0.00069096306,BENIGN ✅,408,2,0,180,0,408.0,0.0,408,408,408,408.0,0.0,408,408,0,0.0,0.0,0,0,90.0,0.0,0
2025-07-12 17:35:13,64:ff9b::23e3:e8e5,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.0016036368,BENIGN ✅,230,8,0,5791,0,32.85714285714286,39.50708194500733,109,5,230,32.85714285714286,39.50708194500733,109,5,0,0.0,0.0,0,0,723.875,0.0,45810
2025-07-12 17:35:21,192.168.109.190,142.250.207.74,5.2318224e-05,BENIGN ✅,224,3,4,221,610,37.333333333333336,90.46914759555693,222,0,224,112.0,156.97770542341354,223,1,1,0.3333333333333333,0.5773502691896258,1,0,73.66666666666667,152.5,443
2025-07-12 17:35:29,192.168.109.190,192.168.109.235,6.432929e-05,BENIGN ✅,191,1,1,79,153,191.0,0.0,191,191,0,0.0,0.0,0,0,0,0.0,0.0,0,0,79.0,153.0,53
2025-07-12 17:35:29,192.168.109.190,192.168.109.235,4.759309e-05,BENIGN ✅,192,1,1,79,119,192.0,0.0,192,192,0,0.0,0.0,0,0,0,0.0,0.0,0,0,79.0,119.0,53
2025-07-12 17:35:29,2404:6800:4007:832::200e,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.0065560048,ATTACK 🚨,539,5,0,2120,0,134.75,140.82465456493523,333,0,539,134.75,140.82465456493523,333,0,0,0.0,0.0,0,0,424.0,0.0,59147
2025-07-12 17:35:29,2404:6800:4007:832::200e,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.0021573147,BENIGN ✅,617,15,0,8940,0,44.07142857142857,102.58839661910659,391,0,617,44.07142857142857,102.58839661910659,391,0,0,0.0,0.0,0,0,596.0,0.0,54718
2025-07-12 17:35:30,192.168.109.190,192.168.109.235,4.330554e-05,BENIGN ✅,1,1,1,79,141,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,79.0,141.0,53
2025-07-12 17:35:30,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:832::200e,0.0018844615,BENIGN ✅,632,18,0,9629,0,37.1764705882353,96.2783953530838,392,0,632,37.1764705882353,96.2783953530838,392,0,0,0.0,0.0,0,0,534.9444444444446,0.0,443
2025-07-12 17:35:30,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:832::200e,0.0022431535,BENIGN ✅,500,5,0,2221,0,125.0,126.50955168154958,308,23,500,125.0,126.50955168154958,308,23,0,0.0,0.0,0,0,444.2,0.0,443
2025-07-12 17:35:31,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:832::200e,0.0029853939,ATTACK 🚨,318,12,0,8934,0,28.90909090909091,65.81862129436402,201,0,318,28.90909090909091,65.81862129436402,201,0,0,0.0,0.0,0,0,744.5000000000001,0.0,443
2025-07-12 17:35:31,2404:6800:4007:832::200e,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.0026303416,ATTACK 🚨,120,13,0,6090,0,10.0,34.327301617861494,119,0,120,10.0,34.327301617861494,119,0,0,0.0,0.0,0,0,468.46153846153845,0.0,48066
2025-07-12 17:35:35,192.168.109.190,142.250.207.74,7.314083e-05,BENIGN ✅,175,1,1,71,67,175.0,0.0,175,175,0,0.0,0.0,0,0,0,0.0,0.0,0,0,71.0,67.0,443
2025-07-12 17:35:36,fe80::38b7:12ff:fe3f:5238,fe80::e393:4939:8386:9b22,0.0001185279,BENIGN ✅,0,1,1,86,78,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,78.0,0
2025-07-12 17:35:41,fe80::e393:4939:8386:9b22,fe80::38b7:12ff:fe3f:5238,0.000118492244,BENIGN ✅,62,1,1,86,78,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,78.0,0
2025-07-12 17:35:51,142.250.207.74,192.168.109.190,0.0017684281,BENIGN ✅,719,10,7,1165,1001,44.9375,45.743442152946905,120,0,719,79.88888888888889,60.08420017867519,135,0,506,84.33333333333333,52.932661624621396,135,14,116.5,143.0,37351
2025-07-12 17:35:58,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,64:ff9b::23e3:e8e5,0.00054732733,BENIGN ✅,0,1,0,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,0.0,443
2025-07-12 17:35:58,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4003:c05::bc,0.00060330966,BENIGN ✅,261,1,1,86,86,261.0,0.0,261,261,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,86.0,5228
2025-07-12 17:35:58,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:830::2004,0.0014862469,BENIGN ✅,357,10,10,5829,5862,18.78947368421052,55.80380208807801,244,0,357,39.666666666666664,84.21846590861175,256,0,83,9.222222222222221,25.494008010598183,77,0,582.9000000000001,586.2,443
2025-07-12 17:35:58,192.168.109.190,192.168.109.235,7.431197e-05,BENIGN ✅,18,1,1,85,101,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,85.0,101.0,53
2025-07-12 17:35:58,2404:6800:4007:832::200e,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.003540775,ATTACK 🚨,556,14,0,7669,0,42.769230769230774,114.30161404966675,416,0,556,42.769230769230774,114.30161404966675,416,0,0,0.0,0.0,0,0,547.7857142857143,0.0,55124
2025-07-12 17:35:58,192.168.109.190,192.168.109.235,0.0014436436,BENIGN ✅,0,1,0,187,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,187.0,0.0,0
2025-07-12 17:35:59,64:ff9b::23e3:e8e5,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.00027911182,BENIGN ✅,0,1,0,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,0.0,45810
2025-07-12 17:36:00,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:832::200e,0.0019404766,BENIGN ✅,624,15,0,8140,0,44.57142857142857,105.94172148709097,392,0,624,44.57142857142857,105.94172148709097,392,0,0,0.0,0.0,0,0,542.6666666666667,0.0,443
2025-07-12 17:36:00,192.168.109.190,192.168.109.235,6.381076e-05,BENIGN ✅,19,1,1,85,113,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,85.0,113.0,53
2025-07-12 17:36:00,192.168.109.190,192.168.109.235,0.00011388285,BENIGN ✅,112,1,1,85,159,112.0,0.0,112,112,0,0.0,0.0,0,0,0,0.0,0.0,0,0,85.0,159.0,53
2025-07-12 17:36:00,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:832::200e,0.0012497533,BENIGN ✅,552,12,14,7740,5487,22.08,61.82227214631741,300,0,479,43.54545454545455,91.76749275899786,301,0,483,37.153846153846146,83.26748680592179,301,0,645.0,391.92857142857144,443
2025-07-12 17:36:01,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:832::200e,0.00076980575,BENIGN ✅,0,1,0,97,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,97.0,0.0,443
2025-07-12 17:36:01,64:ff9b::23e3:e8e5,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.00027911182,BENIGN ✅,0,1,0,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,0.0,45810
2025-07-12 17:36:01,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,64:ff9b::23e3:e8e5,0.00054732733,BENIGN ✅,0,1,0,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,0.0,443
2025-07-12 17:36:01,2404:6800:4007:832::200e,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.0031735026,ATTACK 🚨,119,3,0,796,0,59.5,84.14570696119915,119,0,119,59.5,84.14570696119915,119,0,0,0.0,0.0,0,0,265.3333333333333,0.0,48066
2025-07-12 17:36:06,192.168.109.190,142.250.207.74,6.264501e-05,BENIGN ✅,852,5,5,370,796,94.66666666666667,168.99408273664494,471,0,852,213.0,207.9567262677502,473,0,102,25.5,50.33554079044614,101,0,74.0,159.2,443
2025-07-12 17:36:06,fe80::38b7:12ff:fe3f:5238,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.0001185279,BENIGN ✅,0,1,1,86,78,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,78.0,0
2025-07-12 17:36:10,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,64:ff9b::23e3:e8e5,0.0032931766,ATTACK 🚨,346,7,0,4927,0,57.666666666666664,85.21658680483904,208,0,346,57.666666666666664,85.21658680483904,208,0,0,0.0,0.0,0,0,703.8571428571429,0.0,443
2025-07-12 17:36:10,64:ff9b::23e3:e8e5,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.0016471791,BENIGN ✅,120,6,0,3538,0,24.0,52.00480747007915,117,0,120,24.0,52.00480747007915,117,0,0,0.0,0.0,0,0,589.6666666666666,0.0,50375
2025-07-12 17:36:12,192.168.109.190,192.168.109.235,0.0015359576,BENIGN ✅,0,1,0,221,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,221.0,0.0,0
2025-07-12 17:36:20,192.168.109.190,142.250.207.74,7.3133844e-05,BENIGN ✅,189,1,1,71,67,189.0,0.0,189,189,0,0.0,0.0,0,0,0,0.0,0.0,0,0,71.0,67.0,443
2025-07-12 17:36:31,192.168.109.190,192.168.109.235,4.7581656e-05,BENIGN ✅,249,1,1,79,119,249.0,0.0,249,249,0,0.0,0.0,0,0,0,0.0,0.0,0,0,79.0,119.0,53
2025-07-12 17:36:31,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:80b::200e,0.00081634446,BENIGN ✅,835,15,15,8137,6471,28.793103448275858,84.13016246539169,427,0,835,59.642857142857146,116.6075648310356,431,0,705,50.35714285714286,119.26351375959756,427,0,542.4666666666667,431.40000000000003,443
2025-07-12 17:36:31,192.168.109.190,192.168.109.235,3.804658e-05,BENIGN ✅,248,1,1,79,131,248.0,0.0,248,248,0,0.0,0.0,0,0,0,0.0,0.0,0,0,79.0,131.0,53
2025-07-12 17:36:31,192.168.109.190,192.168.109.235,0.00010416566,BENIGN ✅,238,1,1,80,164,238.0,0.0,238,238,0,0.0,0.0,0,0,0,0.0,0.0,0,0,80.0,164.0,53
2025-07-12 17:36:31,192.168.109.190,192.168.109.235,6.43356e-05,BENIGN ✅,248,1,1,79,153,248.0,0.0,248,248,0,0.0,0.0,0,0,0,0.0,0.0,0,0,79.0,153.0,53
2025-07-12 17:36:31,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,64:ff9b::23e3:e8e5,0.006565425,ATTACK 🚨,149,4,0,4020,0,49.666666666666664,84.29907077384266,147,0,149,49.666666666666664,84.29907077384266,147,0,0,0.0,0.0,0,0,1005.0,0.0,443
2025-07-12 17:36:31,192.168.109.190,192.168.109.235,0.00018521283,BENIGN ✅,238,1,1,80,193,238.0,0.0,238,238,0,0.0,0.0,0,0,0,0.0,0.0,0,0,80.0,193.0,53
2025-07-12 17:36:31,64:ff9b::23e3:e8e5,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.003982712,ATTACK 🚨,1,3,0,2686,0,0.5,0.7071067811865476,1,0,1,0.5,0.7071067811865476,1,0,0,0.0,0.0,0,0,895.3333333333334,0.0,56600
2025-07-12 17:36:31,192.168.109.190,192.168.109.235,6.606427e-05,BENIGN ✅,238,1,1,80,152,238.0,0.0,238,238,0,0.0,0.0,0,0,0,0.0,0.0,0,0,80.0,152.0,53
2025-07-12 17:36:32,192.168.109.190,192.168.109.235,0.0014913966,BENIGN ✅,0,1,0,161,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,161.0,0.0,0
2025-07-12 17:36:36,192.168.109.190,142.250.207.74,6.478784e-05,BENIGN ✅,264,3,2,221,165,66.0,46.66904755831214,120,27,264,132.0,21.213203435596427,147,117,147,147.0,0.0,147,147,73.66666666666667,82.5,443
2025-07-12 17:36:37,192.168.109.190,192.168.109.235,4.9177615e-05,BENIGN ✅,50,1,1,71,99,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,71.0,99.0,53
2025-07-12 17:36:37,192.168.109.190,192.168.109.235,5.431628e-05,BENIGN ✅,48,1,1,71,87,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,71.0,87.0,53
2025-07-12 17:36:37,192.168.109.190,192.168.109.235,3.2428823e-05,BENIGN ✅,50,1,1,71,131,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,71.0,131.0,53
2025-07-12 17:36:45,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4003:c05::bc,0.00060325715,BENIGN ✅,360,1,1,86,86,360.0,0.0,360,360,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,86.0,5228
2025-07-12 17:36:45,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:83a::2003,0.0013810657,BENIGN ✅,457,18,0,5843,0,26.88235294117647,26.15789162217871,78,0,457,26.88235294117647,26.15789162217871,78,0,0,0.0,0.0,0,0,324.6111111111111,0.0,443
2025-07-12 17:36:45,2404:6800:4013:811::5e,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.00084562245,BENIGN ✅,263,13,0,8749,0,21.916666666666668,44.49812730141947,129,0,263,21.916666666666668,44.49812730141947,129,0,0,0.0,0.0,0,0,673.0,0.0,35535
2025-07-12 17:36:47,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,64:ff9b::23e3:e8e5,0.0018234621,BENIGN ✅,488,7,0,2680,0,81.33333333333334,89.90142750071695,205,0,488,81.33333333333334,89.90142750071695,205,0,0,0.0,0.0,0,0,382.8571428571429,0.0,443
2025-07-12 17:36:47,64:ff9b::23e3:e8e5,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.004884103,ATTACK 🚨,117,4,2,1196,195,23.4,21.582400237230335,44,0,117,39.0,37.589892258425,75,0,44,44.0,0.0,44,44,299.0,97.5,51527
2025-07-12 17:36:47,2404:6800:4007:83a::2003,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.002311824,BENIGN ✅,362,15,0,12806,0,25.857142857142858,32.10285667340847,103,0,362,25.857142857142858,32.10285667340847,103,0,0,0.0,0.0,0,0,853.7333333333332,0.0,60850
2025-07-12 17:36:47,192.168.109.190,192.168.109.235,5.233852e-05,BENIGN ✅,48,1,1,76,104,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,76.0,104.0,53
2025-07-12 17:36:47,192.168.109.190,192.168.109.235,4.5968056e-05,BENIGN ✅,48,1,1,76,115,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,76.0,115.0,53
2025-07-12 17:36:47,192.168.109.190,192.168.109.235,6.174324e-05,BENIGN ✅,48,1,1,76,156,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,76.0,156.0,53
2025-07-12 17:36:47,64:ff9b::23e3:e8e5,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.0017938678,BENIGN ✅,239,5,0,1236,0,59.75,66.70019989975043,119,1,239,59.75,66.70019989975043,119,1,0,0.0,0.0,0,0,247.2,0.0,36260
2025-07-12 17:36:47,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4013:811::5e,0.0015364185,BENIGN ✅,400,15,0,5702,0,28.57142857142857,34.69806974395037,100,1,400,28.57142857142857,34.69806974395037,100,1,0,0.0,0.0,0,0,380.1333333333334,0.0,443
2025-07-12 17:36:50,fe80::38b7:12ff:fe3f:5238,fe80::e393:4939:8386:9b22,0.0001185279,BENIGN ✅,0,1,1,86,78,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,78.0,0
2025-07-12 17:36:51,192.168.109.190,142.250.207.74,0.00013804616,BENIGN ✅,704,8,12,1067,1168,37.05263157894737,67.86790575506915,247,0,597,85.28571428571429,101.50979310016396,261,7,513,46.63636363636364,78.3368019863879,261,0,133.375,97.33333333333334,443
2025-07-12 17:36:51,64:ff9b::d8ef:2074,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.00092100556,BENIGN ✅,481,11,0,7728,0,48.1,83.36725976065185,238,0,481,48.1,83.36725976065185,238,0,0,0.0,0.0,0,0,702.5454545454545,0.0,34574
2025-07-12 17:36:51,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,64:ff9b::d8ef:2074,0.0012076196,BENIGN ✅,512,14,0,3168,0,39.38461538461538,67.3306993645772,192,0,512,39.38461538461538,67.3306993645772,192,0,0,0.0,0.0,0,0,226.28571428571428,0.0,443
2025-07-12 17:36:55,fe80::e393:4939:8386:9b22,fe80::38b7:12ff:fe3f:5238,0.00011852654,BENIGN ✅,2,1,1,86,78,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,78.0,0
2025-07-12 17:36:57,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:816::2003,0.0016178639,BENIGN ✅,510,10,8,2733,5749,30.0,59.75679877637356,212,0,510,56.66666666666667,87.26253491619413,253,0,360,51.42857142857143,93.78318460302846,238,0,273.3,718.625,443
2025-07-12 17:37:02,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:832::200e,0.0015867266,BENIGN ✅,349,3,0,835,0,174.5,95.45941546018392,242,107,349,174.5,95.45941546018392,242,107,0,0.0,0.0,0,0,278.3333333333333,0.0,443
2025-07-12 17:37:02,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:80b::200e,0.0014166506,BENIGN ✅,740,16,16,9429,8891,23.87096774193548,82.06409768609083,451,0,664,44.26666666666667,118.16118934179136,453,0,681,45.4,123.02601350933877,478,0,589.3125000000001,555.6875000000001,443
2025-07-12 17:37:02,2404:6800:4007:832::200e,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.0014962249,BENIGN ✅,347,4,0,828,0,115.66666666666667,136.34637264457507,266,0,347,115.66666666666667,136.34637264457507,266,0,0,0.0,0.0,0,0,207.0,0.0,34928
2025-07-12 17:37:06,192.168.109.190,142.250.207.74,7.3143536e-05,BENIGN ✅,169,1,1,71,67,169.0,0.0,169,169,0,0.0,0.0,0,0,0,0.0,0.0,0,0,71.0,67.0,443
2025-07-12 17:37:21,192.168.109.190,142.250.207.74,6.590067e-05,BENIGN ✅,273,2,3,146,221,68.25,126.66063582134217,258,0,15,15.0,0.0,15,15,272,136.0,192.33304448274092,272,0,73.0,73.66666666666667,443
2025-07-12 17:37:30,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4003:c05::bc,0.0006033646,BENIGN ✅,155,1,1,86,86,155.0,0.0,155,155,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,86.0,5228
2025-07-12 17:37:30,192.168.109.190,192.168.109.235,4.3351713e-05,BENIGN ✅,331,1,1,79,141,331.0,0.0,331,331,0,0.0,0.0,0,0,0,0.0,0.0,0,0,79.0,141.0,53
2025-07-12 17:37:30,192.168.109.190,192.168.109.235,3.831905e-05,BENIGN ✅,332,1,1,79,129,332.0,0.0,332,332,0,0.0,0.0,0,0,0,0.0,0.0,0,0,79.0,129.0,53
2025-07-12 17:37:30,192.168.109.190,192.168.109.235,6.434462e-05,BENIGN ✅,331,1,1,79,153,331.0,0.0,331,331,0,0.0,0.0,0,0,0,0.0,0.0,0,0,79.0,153.0,53
2025-07-12 17:37:30,2404:6800:4007:80b::200e,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.0028169318,ATTACK 🚨,480,18,0,10345,0,28.235294117647058,68.25277413021824,257,0,480,28.235294117647058,68.25277413021824,257,0,0,0.0,0.0,0,0,574.7222222222224,0.0,54563
2025-07-12 17:37:32,64:ff9b::23e3:e8e5,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,0.0004179284,BENIGN ✅,0,1,0,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,0.0,36260
2025-07-12 17:37:32,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,64:ff9b::23e3:e8e5,0.00054732733,BENIGN ✅,0,1,0,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,86.0,0.0,443
2025-07-12 17:37:32,2409:40f3:2c:edd1:d8e7:2a3e:a25f:26c1,2404:6800:4007:80b::200e,0.0022537026,BENIGN ✅,591,19,0,12114,0,32.833333333333336,72.53173747523542,257,0,591,32.833333333333336,72.53173747523542,257,0,0,0.0,0.0,0,0,637.578947368421,0.0,443
